n,Number,Floor,Layout,Type, View, Square, ExSquare,TotalArea, Price AED, Price USD, target_column
305,B-1407,14,ST Convertible,A,Street,421,26,447,1 115 941,305 737, 1 115 941
306,B-1410,14,2B Convertible,A,Street,1 169,128,1 297,2 161 343,592 149, 2 161 343
307,B-1412,14,3B Convertible,A,Street,1 458,129,1 587,2 620 722,718 006, 2 620 722
308,B-1413,14,1B Convertible,C,Pool,977,121,1 098,1 905 144,521 957, 1 905 144
309,B-1414,14,1B Convertible,A,Pool,845,129,974,1 833 903,502 439, 1 833 903
310,B-1415,14,1B Convertible,A,Pool,845,93,938,1 813 050,496 726, 1 813 050
311,B-1416,14,1B Convertible,B,Pool,912,70,982,1 838 060,503 578, 1 838 060
312,A-1501,15,1B Convertible,B,Pool,923,70,993,1 850 668,507 032, 1 850 668
313,A-1503,15,ST Convertible,A,Pool,420,41,461,1 142 557,313 029, 1 142 557
314,A-1503,15,ST Convertible,A,Pool,420,41,461,1 142 557,313 029, 1 142 557
315,A-1504,15,1B Convertible,C,Pool,953,121,1 075,1 898 123,520 034, 1 898 123
316,A-1513,15,1B Convertible,A,Pool,859,62,921,1 808 419,495 457, 1 808 419
317,B-1503,15,3B Convertible,B,Street,1 515,142,1 658,2 670 018,731 512, 2 670 018
318,B-1511,15,2B Convertible,A,Street,1 178,126,1 304,2 175 454,596 015, 2 175 454
319,B-1513,15,1B Convertible,C,Pool,977,121,1 098,1 911 534,523 708, 1 911 534
320,B-1514,15,1B Convertible,A,Pool,845,129,974,1 839 574,503 993, 1 839 574
321,B-1515,15,1B Convertible,A,Pool,845,93,938,1 818 511,498 222, 1 818 511
322,B-1516,15,1B Convertible,B,Pool,912,70,982,1 843 773,505 143, 1 843 773
323,A-1601,16,1B Convertible,B,Pool,923,70,993,1 856 450,508 616, 1 856 450
324,A-1604,16,1B Convertible,C,Pool,953,121,1 075,1 904 379,521 748, 1 904 379
326,B-1613,16,1B Convertible,C,Pool,977,121,1 098,1 917 925,525 459, 1 917 925
327,B-1614,16,1B Convertible,A,Pool,845,129,974,1 845 245,505 547, 1 845 245
328,B-1615,16,1B Convertible,A,Pool,845,93,938,1 823 972,499 718, 1 823 972
329,B-1616,16,1B Convertible,B,Pool,912,70,982,1 849 486,506 708, 1 849 486
330,A-1701,17,4B PH,C,Pool,1 911,888,2 799,4 264 524,1 168 363, 4 264 524
331,A-1707,17,4B PH,E,Pool,1 810,1 191,3 001,4 248 399,1 163 945, 4 248 399
332,B-1701,17,3B PH Convertible,C,Pool,1 650,324,1 974,3 873 183,1 061 146, 3 873 183
333,B-1705,17,4B PH,B,Street,1 992,1 230,3 222,4 310 532,1 180 968, 4 310 532
334,B-1707,17,3B PH Convertible,A,Pool,1 518,655,2 173,3 738 488,1 024 243, 3 738 488
335,B-1708,17,3B PH Convertible,B,Pool,1 671,535,2 206,3 792 975,1 039 171, 3 792 975
