n,Number,Floor,Layout,Type, View, Square, ExSquare,TotalArea, Price AED, Price USD, target_column
59,B-216,2,1B Convertible,B,Pool,912,70,982,1 769 501,484 795,"1 769 501,484 795"
60,A-301,3,1B Convertible,B,Pool,923,70,993,1 781 282,488 022,"1 781 282,488 022"
61,A-304,3,1B Convertible,C,Pool,953,121,1 075,1 823 045,499 464,"1 823 045,499 464"
62,A-305,3,2B Convertible,A,Street,1 178,169,1 347,2 082 964,570 675,"2 082 964,570 675"
63,A-306,3,1B Convertible,A,Street,845,83,929,1 734 560,475 222,"1 734 560,475 222"
64,A-307,3,1B Convertible,A,Street,845,83,929,1 734 560,475 222,"1 734 560,475 222"
65,A-308,3,1B Convertible,A,Street,845,83,929,1 734 560,475 222,"1 734 560,475 222"
66,A-309,3,3B Convertible,C,Park,1 593,171,1 765,2 612 196,715 670,"2 612 196,715 670"
67,A-310,3,2B Convertible,A,Park,1 194,162,1 355,2 107 638,577 435,"2 107 638,577 435"
68,A-311,3,2B Convertible,B,Park,1 180,105,1 286,2 068 113,566 606,"2 068 113,566 606"
69,A-312,3,2B Convertible,B,Park,1 183,104,1 287,2 068 970,566 841,"2 068 970,566 841"
70,A-313,3,1B Convertible,A,Pool,859,62,921,1 744 100,477 836,"1 744 100,477 836"
71,B-301,3,2B Convertible,A,Pool,1 171,62,1 233,2 042 876,559 692,"2 042 876,559 692"
72,B-302,3,3B Convertible,D,Pool,1 580,139,1 718,2 595 617,711 128,"2 595 617,711 128"
73,B-303,3,3B Convertible,B,Street,1 515,142,1 658,2 538 794,695 560,"2 538 794,695 560"
74,B-308,3,2B Convertible,C,Street,1 211,133,1 344,2 081 472,570 266,"2 081 472,570 266"
75,B-309,3,1B Convertible,A,Street,845,60,906,1 723 197,472 109,"1 723 197,472 109"
76,B-310,3,2B Convertible,A,Street,1 169,128,1 297,2 055 532,563 159,"2 055 532,563 159"
77,B-311,3,2B Convertible,A,Street,1 178,126,1 304,2 059 401,564 219,"2 059 401,564 219"
78,B-312,3,3B Convertible,A,Street,1 458,129,1 587,2 505 589,686 463,"2 505 589,686 463"
79,B-313,3,1B Convertible,C,Pool,977,121,1 098,1 834 848,502 698,"1 834 848,502 698"
80,B-314,3,1B Convertible,A,Pool,845,129,974,1 771 519,485 348,"1 771 519,485 348"
81,B-315,3,1B Convertible,A,Pool,845,93,938,1 752 982,480 269,"1 752 982,480 269"
82,B-316,3,1B Convertible,B,Pool,912,70,982,1 775 214,486 360,"1 775 214,486 360"
83,A-401,4,1B Convertible,B,Pool,923,70,993,1 787 064,489 607,"1 787 064,489 607"
84,A-404,4,1B Convertible,C,Pool,953,121,1 075,1 829 302,501 179,"1 829 302,501 179"
85,A-405,4,2B Convertible,A,Street,1 178,169,1 347,2 092 952,573 412,"2 092 952,573 412"
86,A-406,4,1B Convertible,A,Street,845,83,929,1 739 965,476 703,"1 739 965,476 703"
87,A-407,4,1B Convertible,A,Street,845,83,928,1 739 965,476 703,"1 739 965,476 703"
88,A-408,4,1B Convertible,A,Street,845,83,929,1 739 965,476 703,"1 739 965,476 703"
89,A-409,4,3B Convertible,C,Park,1 593,171,1 765,2 623 839,718 860,"2 623 839,718 860"
90,A-410,4,2B Convertible,A,Park,1 194,162,1 355,2 117 687,580 188,"2 117 687,580 188"
91,A-411,4,2B Convertible,B,Park,1 180,105,1 286,2 077 645,569 218,"2 077 645,569 218"
92,A-412,4,2B Convertible,B,Park,1 183,104,1 287,2 078 513,569 456,"2 078 513,569 456"
93,A-413,4,1B Convertible,A,Pool,859,62,921,1 749 460,479 304,"1 749 460,479 304"
94,B-401,4,2B Convertible,A,Pool,1 171,62,1 233,2 052 019,562 197,"2 052 019,562 197"
95,B-402,4,3B Convertible,D,Pool,1 580,139,1 718,2 606 954,714 234,"2 606 954,714 234"
96,B-403,4,3B Convertible,B,Street,1 515,142,1 658,2 549 729,698 556,"2 549 729,698 556"
97,B-405,4,ST Convertible,A,Street,421,27,448,1 081 491,296 299,"1 081 491,296 299"
98,B-406,4,ST Convertible,A,Street,421,27,448,1 081 491,296 299,"1 081 491,296 299"
99,B-407,4,ST Convertible,A,Street,421,26,447,1 080 699,296 082,"1 080 699,296 082"
100,B-408,4,2B Convertible,C,Street,1 211,133,1 344,2 091 439,572 997,"2 091 439,572 997"
101,B-409,4,1B Convertible,A,Street,845,60,906,1 728 469,473 553,"1 728 469,473 553"
102,B-410,4,2B Convertible,A,Street,1 169,128,1 297,2 065 151,565 795,"2 065 151,565 795"
103,B-411,4,2B Convertible,A,Street,1 178,126,1 304,2 069 072,566 869,"2 069 072,566 869"
104,B-412,4,3B Convertible,A,Street,1 458,129,1 587,2 516 055,689 330,"2 516 055,689 330"
105,B-413,4,1B Convertible,C,Pool,977,121,1 098,1 841 239,504 449,"1 841 239,504 449"
106,B-414,4,1B Convertible,A,Pool,845,129,974,1 777 190,486 901,"1 777 190,486 901"
107,B-415,4,1B Convertible,A,Pool,845,93,938,1 758 443,481 765,"1 758 443,481 765"
108,B-416,4,1B Convertible,B,Pool,912,70,982,1 780 927,487 925,"1 780 927,487 925"
109,A-501,5,1B Convertible,B,Pool,923,70,993,1 792 846,491 191,"1 792 846,491 191"
110,A-504,5,1B Convertible,C,Pool,953,121,1 075,1 835 558,502 893,"1 835 558,502 893"
111,A-505,5,2B Convertible,A,Street,1 178,169,1 347,2 102 939,576 148,"2 102 939,576 148"
112,A-505,5,2B Convertible,A,Street,1 178,169,1 347,2 102 939,576 148,"2 102 939,576 148"
113,A-506,5,1B Convertible,A,Street,845,83,929,1 745 370,478 184,"1 745 370,478 184"
114,A-507,5,1B Convertible,A,Street,845,83,929,1 745 370,478 184,"1 745 370,478 184"
115,A-509,5,3B Convertible,C,Park,1 593,171,1 765,2 635 481,722 050,"2 635 481,722 050"
116,A-510,5,2B Convertible,A,Park,1 194,162,1 355,2 127 735,582 941,"2 127 735,582 941"
117,A-511,5,2B Convertible,B,Park,1 180,105,1 286,2 087 177,571 829,"2 087 177,571 829"
118,A-512,5,2B Convertible,B,Park,1 183,104,1 287,2 088 057,572 070,"2 088 057,572 070"
119,A-513,5,1B Convertible,A,Pool,859,62,921,1 754 820,480 773,"1 754 820,480 773"
120,B-501,5,2B Convertible,A,Pool,1 171,62,1 233,2 061 161,564 702,"2 061 161,564 702"
121,B-502,5,3B Convertible,D,Pool,1 580,139,1 718,2 618 292,717 340,"2 618 292,717 340"
122,B-503,5,3B Convertible,B,Street,1 515,142,1 658,2 560 665,701 552,"2 560 665,701 552"
123,B-504,5,ST Convertible,A,Street,421,26,447,1 084 223,297 047,"1 084 223,297 047"
124,B-505,5,ST Convertible,A,Street,421,27,448,1 085 022,297 266,"1 085 022,297 266"
125,B-507,5,ST Convertible,A,Street,421,26,447,1 084 223,297 047,"1 084 223,297 047"
126,B-508,5,2B Convertible,C,Street,1 211,133,1 344,2 101 406,575 728,"2 101 406,575 728"
127,B-510,5,2B Convertible,A,Street,1 169,128,1 297,2 074 770,568 430,"2 074 770,568 430"
128,B-511,5,2B Convertible,A,Street,1 178,126,1 304,2 078 743,569 519,"2 078 743,569 519"
129,B-512,5,3B Convertible,A,Street,1 458,129,1 587,2 526 522,692 198,"2 526 522,692 198"
130,B-513,5,1B Convertible,C,Pool,977,121,1 098,1 847 629,506 200,"1 847 629,506 200"
131,B-514,5,1B Convertible,A,Pool,845,129,974,1 782 862,488 455,"1 782 862,488 455"
132,B-515,5,1B Convertible,A,Pool,845,93,938,1 763 904,483 261,"1 763 904,483 261"
133,B-516,5,1B Convertible,B,Pool,912,70,982,1 786 641,489 491,"1 786 641,489 491"
134,A-601,6,1B Convertible,B,Pool,923,70,993,1 798 628,492 775,"1 798 628,492 775"
135,A-604,6,1B Convertible,C,Pool,953,121,1 075,1 841 815,504 607,"1 841 815,504 607"
136,A-605,6,2B Convertible,A,Street,1 178,169,1 347,2 112 926,578 884,"2 112 926,578 884"
137,A-606,6,1B Convertible,A,Street,845,83,929,1 750 775,479 664,"1 750 775,479 664"
138,A-607,6,1B Convertible,A,Street,845,83,929,1 750 775,479 664,"1 750 775,479 664"
139,A-608,6,1B Convertible,A,Street,845,83,929,1 750 775,479 664,"1 750 775,479 664"
140,A-610,6,2B Convertible,A,Park,1 194,162,1 355,2 137 784,585 694,"2 137 784,585 694"
141,A-611,6,2B Convertible,B,Park,1 180,105,1 286,2 096 709,574 441,"2 096 709,574 441"
142,A-612,6,2B Convertible,B,Park,1 183,104,1 287,2 097 600,574 685,"2 097 600,574 685"
143,B-601,6,2B Convertible,A,Pool,1 171,62,1 233,2 070 304,567 207,"2 070 304,567 207"
144,B-603,6,3B Convertible,B,Street,1 515,142,1 658,2 571 600,704 548,"2 571 600,704 548"
145,B-604,6,ST Convertible,A,Street,421,26,447,1 087 747,298 013,"1 087 747,298 013"
146,B-605,6,ST Convertible,A,Street,421,27,448,1 088 553,298 234,"1 088 553,298 234"
147,B-606,6,ST Convertible,A,Street,421,27,448,1 088 553,298 234,"1 088 553,298 234"
148,B-607,6,ST Convertible,A,Street,421,26,447,1 087 747,298 013,"1 087 747,298 013"
149,B-608,6,2B Convertible,C,Street,1 211,133,1 344,2 111 373,578 458,"2 111 373,578 458"
150,B-609,6,1B Convertible,A,Street,845,60,906,1 739 013,476 442,"1 739 013,476 442"
151,B-610,6,2B Convertible,A,Street,1 169,128,1 297,2 084 390,571 066,"2 084 390,571 066"
152,B-611,6,2B Convertible,A,Street,1 178,126,1 304,2 088 414,572 168,"2 088 414,572 168"
153,B-612,6,3B Convertible,A,Street,1 458,129,1 587,2 536 988,695 065,"2 536 988,695 065"
154,B-613,6,1B Convertible,C,Pool,977,121,1 098,1 854 020,507 951,"1 854 020,507 951"
155,B-614,6,1B Convertible,A,Pool,845,129,974,1 788 533,490 009,"1 788 533,490 009"
156,B-615,6,1B Convertible,A,Pool,845,93,938,1 769 364,484 757,"1 769 364,484 757"
157,B-616,6,1B Convertible,B,Pool,912,70,982,1 792 354,491 056,"1 792 354,491 056"
158,A-701,7,1B Convertible,B,Pool,923,70,993,1 804 411,494 359,"1 804 411,494 359"
159,A-704,7,1B Convertible,C,Pool,953,121,1 075,1 848 071,506 321,"1 848 071,506 321"
160,A-706,7,1B Convertible,A,Street,845,83,929,1 756 180,481 145,"1 756 180,481 145"
161,A-708,7,1B Convertible,A,Street,845,83,928,1 756 180,481 145,"1 756 180,481 145"
162,A-708,7,1B Convertible,A,Street,845,83,928,1 756 180,481 145,"1 756 180,481 145"
163,A-710,7,2B Convertible,A,Park,1 194,162,1 355,2 147 832,588 447,"2 147 832,588 447"
164,A-711,7,2B Convertible,B,Park,1 180,105,1 286,2 106 242,577 053,"2 106 242,577 053"
165,A-712,7,2B Convertible,B,Park,1 183,104,1 287,2 107 143,577 299,"2 107 143,577 299"
166,A-713,7,1B Convertible,A,Pool,859,62,921,1 765 540,483 710,"1 765 540,483 710"
167,B-701,7,2B Convertible,A,Pool,1 171,62,1 233,2 079 447,569 712,"2 079 447,569 712"
168,B-702,7,3B Convertible,D,Pool,1 580,139,1 718,2 640 966,723 552,"2 640 966,723 552"
169,B-705,7,ST Convertible,A,Street,421,27,448,1 092 084,299 201,"1 092 084,299 201"
170,B-706,7,ST Convertible,A,Street,421,27,448,1 092 084,299 201,"1 092 084,299 201"
171,B-707,7,ST Convertible,A,Street,421,26,447,1 091 271,298 978,"1 091 271,298 978"
172,B-708,7,2B Convertible,C,Street,1 211,133,1 344,2 121 340,581 189,"2 121 340,581 189"
173,B-709,7,1B Convertible,A,Street,845,60,906,1 744 285,477 886,"1 744 285,477 886"
174,B-710,7,2B Convertible,A,Street,1 169,128,1 297,2 094 009,573 701,"2 094 009,573 701"
175,B-711,7,2B Convertible,A,Street,1 178,126,1 304,2 098 085,574 818,"2 098 085,574 818"
176,B-712,7,3B Convertible,A,Street,1 458,129,1 587,2 547 455,697 933,"2 547 455,697 933"
177,B-713,7,1B Convertible,C,Pool,977,121,1 098,1 860 410,509 701,"1 860 410,509 701"
178,B-714,7,1B Convertible,A,Pool,845,129,974,1 794 204,491 563,"1 794 204,491 563"
179,B-715,7,1B Convertible,A,Pool,845,93,938,1 774 825,486 253,"1 774 825,486 253"
180,B-716,7,1B Convertible,B,Pool,912,70,982,1 798 067,492 621,"1 798 067,492 621"
181,A-801,8,1B Convertible,B,Pool,923,70,993,1 810 193,495 943,"1 810 193,495 943"
182,A-804,8,1B Convertible,C,Pool,953,121,1 075,1 854 328,508 035,"1 854 328,508 035"
183,A-805,8,2B Convertible,A,Street,1 178,169,1 347,2 132 900,584 356,"2 132 900,584 356"
184,A-806,8,1B Convertible,A,Street,845,83,929,1 761 585,482 626,"1 761 585,482 626"
185,A-807,8,1B Convertible,A,Street,845,83,929,1 761 585,482 626,"1 761 585,482 626"
186,A-808,8,1B Convertible,A,Street,845,83,929,1 761 585,482 626,"1 761 585,482 626"
187,A-813,8,1B Convertible,A,Pool,859,62,921,1 770 900,485 178,"1 770 900,485 178"
188,B-803,8,3B Convertible,B,Street,1 515,142,1 658,2 593 471,710 540,"2 593 471,710 540"
189,B-804,8,ST Convertible,A,Street,421,26,447,1 094 795,299 944,"1 094 795,299 944"
190,B-805,8,ST Convertible,A,Street,421,27,448,1 095 615,300 168,"1 095 615,300 168"
191,B-806,8,ST Convertible,A,Street,421,27,448,1 095 615,300 168,"1 095 615,300 168"
192,B-807,8,ST Convertible,A,Street,421,26,447,1 094 795,299 944,"1 094 795,299 944"
193,B-808,8,2B Convertible,C,Street,1 211,133,1 344,2 131 307,583 920,"2 131 307,583 920"
194,B-809,8,1B Convertible,A,Street,845,60,906,1 749 558,479 331,"1 749 558,479 331"
195,B-810,8,2B Convertible,A,Street,1 169,128,1 297,2 103 628,576 336,"2 103 628,576 336"
196,B-811,8,2B Convertible,A,Street,1 178,126,1 304,2 107 757,577 468,"2 107 757,577 468"
197,B-812,8,3B Convertible,A,Street,1 458,129,1 587,2 557 922,700 801,"2 557 922,700 801"
198,B-813,8,1B Convertible,C,Pool,977,121,1 098,1 866 801,511 452,"1 866 801,511 452"
199,B-814,8,1B Convertible,A,Pool,845,129,974,1 799 875,493 116,"1 799 875,493 116"
200,B-815,8,1B Convertible,A,Pool,845,93,938,1 780 286,487 750,"1 780 286,487 750"
201,B-816,8,1B Convertible,B,Pool,912,70,982,1 803 780,494 186,"1 803 780,494 186"
202,A-901,9,1B Convertible,B,Pool,923,70,993,1 815 975,497 527,"1 815 975,497 527"
203,A-904,9,1B Convertible,C,Pool,953,121,1 075,1 860 584,509 749,"1 860 584,509 749"
204,A-906,9,1B Convertible,A,Street,845,83,929,1 766 990,484 107,"1 766 990,484 107"
205,A-907,9,1B Convertible,A,Street,845,83,929,1 766 990,484 107,"1 766 990,484 107"
206,A-913,9,1B Convertible,A,Pool,859,62,921,1 776 260,486 647,"1 776 260,486 647"
207,B-903,9,3B Convertible,B,Street,1 515,142,1 658,2 604 406,713 536,"2 604 406,713 536"
208,B-904,9,ST Convertible,A,Street,421,26,447,1 098 320,300 910,"1 098 320,300 910"
209,B-905,9,ST Convertible,A,Street,421,27,448,1 099 146,301 136,"1 099 146,301 136"
210,B-906,9,ST Convertible,A,Street,421,27,448,1 099 146,301 136,"1 099 146,301 136"
211,B-907,9,ST Convertible,A,Street,421,26,447,1 098 320,300 910,"1 098 320,300 910"
212,B-908,9,2B Convertible,C,Street,1 211,133,1 344,2 141 275,586 651,"2 141 275,586 651"
213,B-909,9,1B Convertible,A,Street,845,60,906,1 754 830,480 775,"1 754 830,480 775"
214,B-910,9,2B Convertible,A,Street,1 169,128,1 297,2 113 247,578 972,"2 113 247,578 972"
215,B-911,9,2B Convertible,A,Street,1 178,126,1 304,2 117 428,580 117,"2 117 428,580 117"
216,B-912,9,3B Convertible,A,Street,1 458,129,1 587,2 568 388,703 668,"2 568 388,703 668"
217,B-913,9,1B Convertible,C,Pool,977,121,1 098,1 873 191,513 203,"1 873 191,513 203"
218,B-914,9,1B Convertible,A,Pool,845,129,974,1 805 547,494 670,"1 805 547,494 670"
219,B-915,9,1B Convertible,A,Pool,845,93,938,1 785 746,489 245,"1 785 746,489 245"
220,B-916,9,1B Convertible,B,Pool,912,70,982,1 809 493,495 752,"1 809 493,495 752"
221,A-1001,10,1B Convertible,B,Pool,923,70,993,1 821 757,499 112,"1 821 757,499 112"
222,A-1004,10,1B Convertible,C,Pool,957,121,1 078,1 868 982,512 050,"1 868 982,512 050"
223,A-1005,10,2B Convertible,A,Street,1 178,169,1 347,2 152 874,589 828,"2 152 874,589 828"
224,A-1005,10,2B Convertible,A,Street,1 178,169,1 347,2 152 874,589 828,"2 152 874,589 828"
225,A-1006,10,1B Convertible,A,Street,842,86,928,1 772 104,485 508,"1 772 104,485 508"
226,A-1007,10,1B Convertible,D,Street,820,43,863,1 737 024,475 897,"1 737 024,475 897"
227,A-1008,10,1B Convertible,A,Street,842,86,928,1 772 050,485 493,"1 772 050,485 493"
228,A-1013,10,1B Convertible,A,Pool,854,66,920,1 781 083,487 968,"1 781 083,487 968"
229,B-1003,10,3B Convertible,B,Street,1 515,142,1 657,2 615 012,716 442,"2 615 012,716 442"
230,B-1004,10,ST Convertible,A,Street,422,26,447,1 102 057,301 933,"1 102 057,301 933"
231,B-1005,10,ST Convertible,A,Street,422,27,448,1 102 890,302 162,"1 102 890,302 162"
232,B-1006,10,ST Convertible,A,Street,421,27,448,1 102 677,302 103,"1 102 677,302 103"
233,B-1007,10,ST Convertible,A,Street,421,26,447,1 101 844,301 875,"1 101 844,301 875"
234,B-1008,10,2B Convertible,C,Street,1 212,133,1 345,2 151 441,589 436,"2 151 441,589 436"
235,B-1009,10,1B Convertible,A,Street,842,64,906,1 760 048,482 205,"1 760 048,482 205"
236,B-1010,10,2B Convertible,A,Street,1 169,128,1 297,2 122 866,581 607,"2 122 866,581 607"
237,B-1011,10,2B Convertible,A,Street,1 178,126,1 304,2 127 099,582 767,"2 127 099,582 767"
238,B-1012,10,3B Convertible,A,Street,1 458,129,1 587,2 578 855,706 536,"2 578 855,706 536"
239,B-1013,10,1B Convertible,C,Pool,972,125,1 097,1 879 344,514 889,"1 879 344,514 889"
240,B-1014,10,1B Convertible,A,Pool,839,134,974,1 810 974,496 157,"1 810 974,496 157"
241,B-1015,10,1B Convertible,D,Pool,820,50,870,1 753 570,480 430,"1 753 570,480 430"
242,B-1016,10,1B Convertible,B,Pool,912,70,982,1 815 207,497 317,"1 815 207,497 317"
243,A-1101,11,1B Convertible,B,Pool,923,70,993,1 827 539,500 696,"1 827 539,500 696"
244,A-1103,11,ST Convertible,A,Pool,420,41,461,1 128 022,309 047,"1 128 022,309 047"
245,A-1104,11,1B Convertible,C,Pool,953,121,1 075,1 873 097,513 177,"1 873 097,513 177"
246,A-1106,11,1B Convertible,A,Street,845,83,929,1 777 800,487 068,"1 777 800,487 068"
247,A-1107,11,1B Convertible,A,Street,845,83,929,1 777 800,487 068,"1 777 800,487 068"
248,A-1113,11,1B Convertible,A,Pool,859,62,921,1 786 979,489 583,"1 786 979,489 583"
249,B-1103,11,3B Convertible,B,Street,1 515,142,1 658,2 626 276,719 528,"2 626 276,719 528"
250,B-1105,11,ST Convertible,A,Street,421,27,448,1 106 208,303 071,"1 106 208,303 071"
251,B-1106,11,ST Convertible,A,Street,421,27,448,1 106 208,303 071,"1 106 208,303 071"
252,B-1107,11,ST Convertible,A,Street,421,26,447,1 105 368,302 841,"1 105 368,302 841"
253,B-1108,11,2B Convertible,C,Street,1 211,133,1 344,2 161 209,592 112,"2 161 209,592 112"
254,B-1109,11,1B Convertible,A,Street,845,60,906,1 765 374,483 664,"1 765 374,483 664"
255,B-1110,11,2B Convertible,A,Street,1 169,128,1 297,2 132 485,584 242,"2 132 485,584 242"
256,B-1111,11,2B Convertible,A,Street,1 178,126,1 304,2 136 770,585 416,"2 136 770,585 416"
257,B-1112,11,3B Convertible,A,Street,1 458,129,1 587,2 589 322,709 403,"2 589 322,709 403"
258,B-1113,11,1B Convertible,C,Pool,977,121,1 098,1 885 972,516 705,"1 885 972,516 705"
259,B-1114,11,1B Convertible,A,Pool,845,129,974,1 816 889,497 778,"1 816 889,497 778"
260,B-1115,11,1B Convertible,A,Pool,845,93,938,1 796 668,492 238,"1 796 668,492 238"
261,B-1116,11,1B Convertible,B,Pool,912,70,982,1 820 920,498 882,"1 820 920,498 882"
262,A-1201,12,1B Convertible,B,Pool,923,70,993,1 833 321,502 280,"1 833 321,502 280"
263,A-1204,12,1B Convertible,C,Pool,953,121,1 075,1 879 353,514 891,"1 879 353,514 891"
264,A-1205,12,2B Convertible,A,Street,1 178,169,1 347,2 172 848,595 301,"2 172 848,595 301"
265,A-1206,12,1B Convertible,A,Street,845,83,929,1 783 205,488 549,"1 783 205,488 549"
266,A-1207,12,1B Convertible,A,Street,845,83,929,1 783 205,488 549,"1 783 205,488 549"
267,A-1213,12,1B Convertible,A,Pool,859,62,921,1 792 339,491 052,"1 792 339,491 052"
268,B-1203,12,3B Convertible,B,Street,1 515,142,1 658,2 637 212,722 524,"2 637 212,722 524"
269,B-1206,12,ST Convertible,A,Street,421,27,448,1 109 739,304 038,"1 109 739,304 038"
270,B-1207,12,ST Convertible,A,Street,421,26,447,1 108 892,303 806,"1 108 892,303 806"
271,B-1209,12,1B Convertible,A,Street,845,60,906,1 770 646,485 108,"1 770 646,485 108"
272,B-1210,12,2B Convertible,A,Street,1 169,128,1 297,2 142 104,586 878,"2 142 104,586 878"
273,B-1211,12,2B Convertible,A,Street,1 178,126,1 304,2 146 441,588 066,"2 146 441,588 066"
274,B-1212,12,3B Convertible,A,Street,1 458,129,1 587,2 599 788,712 271,"2 599 788,712 271"
